,ms name,language,date,contents
2088,STC 72(29),Garshuni,"1,792 CE","['Al-maphrian Mar-Basilius Ishac Jubair from Mosul, The Book of diseases to prevent weariness']"
2089,STC 73(31),Arabic,"1,700 CE","['Synaxaria, My king, who is my Sun and Moon']"
2090,STC 74(6),Syriac,"1,200 CE","['Jacob of Sarug, Memre']"
2091,STC 75(37),Garshuni,"1,671 CE","['Jacob of Sarug, Memre and Turgome']"
2092,STC 76(76),Syriac,"1,823 CE",['Grammar–Book of the beginner in Syriac']
2093,STC 77,Syriac,"1,862 CE",['Psalms; Office of the Immaculate Conception']
2094,STC 78,"Garshuni, Syriac","1,836 CE",['Liturgy of the Fast of corpus-day']
2095,STC 79,"Garshuni, Syriac",Unknown,['The winter Fenqitho']
2096,STC 8(40),Syriac,"1,100 CE",['The dividied Bible throughout the year (40 parts)']
2097,STC 80,Syriac,Unknown,['Al-Ishheem; Shhimo']
2098,STC 81,Syriac,Unknown,['Al-ishheem; Shhimo (another copy)']
2099,STC 82,"Garshuni, Syriac","1,765 CE","['Al-nawapheer\nSt. James the Apostle\nPeter the Apostle\nThe Twelve Apostles\nMatthew the Shepherd\nXystus, Pope of Rome\nJohn of Harran\nDionysius bar Ṣalibi\nJohn bar Shushan\nAnother of\xa0John bar Shushan\nCollected Anaphora\nAnother Collected Anaphora\nEustathius of Antioch', 'St. James the Apostle', 'Peter the Apostle', 'The Twelve Apostles', 'Matthew the Shepherd', 'Xystus, Pope of Rome', 'John of Harran', 'Dionysius bar Ṣalibi', 'John bar Shushan', 'Another of\xa0John bar Shushan', 'Collected Anaphora', 'Another Collected Anaphora', 'Eustathius of Antioch']"
2100,STC 83,"Garshuni, Syriac","1,817 CE",['Buryings and Hisayat of the requiem']
2101,STC 84,Garshuni,"1,824 CE",['Confession cases']
2102,STC 85,Syriac,"1,905 CE",['Book of Liturgical Processions throughout the year']
2103,STC 86-93,Syriac,"1,912 CE",['Booklet of Processions throughout the year']
2104,STC 9(62),Garshuni,"1,871 CE","['The divided Bible throughout the year, part one']"
2105,STC 94,Garshuni,Unknown,['The way of the Cross']
2106,STC 95,"Garshuni, Syriac",Unknown,['Marriage Contract']
2107,STC 96,Syriac,Unknown,['The small Liturgy of Lent']
2108,STC 97,"Garshuni, Syriac",Unknown,['Varied prayers?']
2109,STC 98,Chaldean,"1,792 CE",['Qdām wa d-batar (Before and After)']
2110,STC 99,Syriac,"1,881 CE","['The daily, Husayat']"
2111,Sy 21,Syriac,Unknown,['Harklean New Testament']
2112,Sy 23,Syriac,Unknown,['Revelation']
2113,Sy 27,Syriac,Unknown,['Revelation']
2114,SyrHT 105,Syriac,Unknown,['On the Ascetic Life? (belongs with n. 374a and is under glass with SyrHT 103 and 104)']
2115,SyrHT 122,Syriac,"1,705 CE",['r/v Notes']
2116,SyrHT 146,"Sogdian, Syriac","1,726 CE",['r/v Syriac Liturgical Text (With Sogdian Translation)']
2117,SyrHT 153,Syriac,"1,732 CE","['Psalms (Belongs together with MIK III, 112)']"
2118,SyrHT 158,"Sogdian, Syriac","1,737 CE",['r/v Syriac Liturgical Text (Sogdian Translation)']
2119,SyrHT 249,Syriac,"1,820 CE",['r/v Liturgy (belongs with SyrHT 254)']
2120,SyrHT 343,Syriac,"1,876 CE",['r/v Probably a pharmacological text']
2121,SyrHT 66,"Sogdian, Syriac","1,659 CE",['r/v Syriac Baptismal liturgy with Sogdian translation']
2122,SyrHT 67,Syriac,"1,660 CE",['r/v Calendar Fragment']
2123,SyrHT 83,"Sogdian, Syriac","1,672 CE",['r/v Syriac Eucharistic Liturgy']
2124,SyrHT 84,"Sogdian, Syriac, Turkish","1,673 CE",['r/v Syriac Eucharistic Liturgy (with Sogian translation; v. old Turkish in\xa0uyghur\xa0script)']
2125,SyrHT 87,"Persian, Sogdian, Syriac","1,677 CE",['r/v Syriac liturgical text (translated with Sogdian and Persian words)']
2126,SyrHT 88,"Sogdian, Syriac","1,678 CE",['r/v Syriac Baptismal Liturgy with Sogdian translation']
2127,Syriac 1. Evangelion,Syriac,"1,679 CE","['Clark', 'Chabot', 'Gospel Lectionary']"
2128,Syriac 10. Exegesis of Old Testament,Syriac,"1,380 CE","['Clark', 'Chabot', ""An explanation of the difficult words of Holy Scripture written by Bishop Isho'dad of Hdatta (of Assyria)\nPentateuch\nBet-Mawtbe (Joshua, Judges, 1-2 Samuel, 1-2 Kings, Proverbs, Wisdom, Qohelet, Song of Songs, Ecclesiasticus, Job)\nProphets (Book of the Twelve)\nPsalms"", 'Pentateuch', 'Bet-Mawtbe (Joshua, Judges, 1-2 Samuel, 1-2 Kings, Proverbs, Wisdom, Qohelet, Song of Songs, Ecclesiasticus, Job)', 'Prophets (Book of the Twelve)', 'Psalms']"
2129,Syriac 11. Paradise of Eden,Syriac,"1,474 CE","['Clark', 'Chabot', ""'Abdisho' bar Brīkā,\xa0Paradise of Eden""]"
2130,Syriac 12. Akolouthia,Syriac,"1,458 CE","['Clark', 'Chabot', 'Breviary (Beth Gazzō)\nThe Nativity of our Lord\nThe Holy Virigin\nThe Epiphany\nSaint John the Baptist\nSaints Peter and Paul\nOf the Evangelists\xa0\nOf St. Stephen', 'The Nativity of our Lord', 'The Holy Virigin', 'The Epiphany', 'Saint John the Baptist', 'Saints Peter and Paul', 'Of the Evangelists', 'Of St. Stephen']"
2131,Syriac 15. Psalter and Hymns,Syriac,"1,593 CE","['Clark', 'Chabot', 'Psalms', 'Cantincles', 'The other pieces included in codex 7']"
2132,Syriac 16. Euchologion,Syriac,"1,600 CE","['Clark', 'Chabot', 'Kashkul:\xa0Evening Office for weekdays during the whole year']"
2133,Syriac 17. Hagiographa,Garshuni,"1,612 CE","['Clark', 'Chabot', 'Lives of the 40 martyrs', 'History of Prince Josaphat', 'History of Jacob the Monk', 'History of\xa0Abbot Mark', 'History of\xa0a merchant and his wife', 'History of\xa0Martyr Ina', 'History of\xa0St. Phineas', 'History of\xa0Job', 'History of\xa0the Prophet Jonah', 'History of\xa0John the Evangelist', 'History of\xa0St. Gregory', 'Funeral sermon', 'History of\xa0Emperor Zeno', 'Another funeral sermon', 'History of\xa0St. Maurice the martyr', 'History of\xa0the suffering under Diocletian', 'History of Malchus of Clysma', 'History of\xa0Eugenius (Awgin) the martyr', 'History of\xa0Rabban Hormizd', 'History of\xa0Anastasius the martyr', 'History of St. Matthias', 'History of\xa0Shmuna and her children']"
2134,Syriac 20. Old Testament Prophets,Syriac,"1,100 CE","['Clark', 'Chabot', 'Prophets\nIsaiah\nBook of the Twelve\nJeremiah\nLamentations\nEzekiel\nDaniel\nBel and the Dragon', 'Isaiah', 'Book of the Twelve', 'Jeremiah', 'Lamentations', 'Ezekiel', 'Daniel', 'Bel and the Dragon']"
2135,Syriac 21. Akolouthia,Syriac,"1,593 CE","['Clark', 'Chabot', 'Office for cells for novices and feable monks', ""Mar Dadisho': Admonitions"", 'Abraham of Nathpar: Admonitions', 'Discourse against those who love vanity', 'Psalms of Compline']"
2136,Syriac 26. Ascetica,Syriac,"1,550 CE","['Clark', 'Chabot', 'Memra made by one of the monks seeking from one of his relatives about admonition and rules of good conduct of the body and soul', 'Useful Memre composed about the words of the wisdom of Solomon', 'John of Mosul: Commands and admonitions for the priest', 'John bar Penkaye: Memra']"
2137,Syriac 27. Psalter,Syriac,"1,585 CE","['Clark', 'Chabot', 'Psalms', 'Three Canticles of Moses and one of Isaiah', 'A hymn of Narsai and the other pieces included in\xa0codex 7']"
2138,Syriac 3. Typikon,Syriac,"1,614 CE","['Clark', 'Chabot', 'Breviary (Hudra)']"
2139,Syriac 30. Grammatika,Syriac,"1,600 CE","['Clark', 'Chabot', 'Elijah of Nisibis: Grammar', ""John bar Zo'bi: Grammar""]"
2140,Syriac 31. Hymns,Syriac,"1,512 CE","['Clark', 'Chabot', 'Gabriel Qamṣa: Hymn', 'Khamis bar Qardahe: 18 hymns', 'Gewargis Warda: 7 hymns', 'Mara: Hymn', 'Gewargis Warda: 2\xa0hymns', 'Isḥāq Shbadnāyā: 3 hymns', 'Gewargis Warda:\xa0hymns', 'St. Ephrem: 2 hymns', ""Berik'isus (a.k.a Bar Eskapha): hymn"", 'Hymn on the feast of the nativity', 'Rabban Simeon Sanqalbad: hymn', 'Notes on chronology', 'Explacation of certain hymns', 'Table of hymns and variants for the office', 'Chants (ܣܘܓܝܬܐ) for Sundays and feasts', 'Chant of Narsai', 'On Penitence and on the niece of Mar Abraham of Kidon', 'Hymns on St. Stephen and St. George', 'Chants for various feasts']"
2141,Syriac 33. New Testament,Syriac,"1,608 CE","['Clark', 'Chabot', 'Same order as codex 9', 'New Testament\nMatthew\nMark\nLuke\nJohn\nActs\nJames\n1 Peter\n1 John\nRomans\n1-2 Corinthians\nGalatians\nEphesians\nPhilippians\nColossians\n1-2 Thessalonians\n1-2 Timothy\nTitus\xa0\nPhilemon\nHebrews', 'Matthew', 'Mark', 'Luke', 'John', 'Acts', 'James', '1 Peter', '1 John', 'Romans', '1-2 Corinthians', 'Galatians', 'Ephesians', 'Philippians', 'Colossians', '1-2 Thessalonians', '1-2 Timothy', 'Titus', 'Philemon', 'Hebrews']"
2142,Syriac 34. Emmanuel of Mosul: Hexaemeron,Syriac,"1,289 CE","['Clark', 'Chabot', 'Emmanuel bar Shahhare: Hexaemeron']"
2143,Syriac 37. Ephrem of Syria,Syriac,"1,251 CE","['Clark', 'Chabot', 'St. Ephrem: Selected memre on the Rogation of the Ninevites']"
2144,Syriac 39. Akolouthia,Syriac,"1,542 CE","['Clark', 'Chabot\u200b', 'Offices for the feast of the Feast of the Nativity of our Lord and for the Feast of Epiphany']"
2145,Syriac 4. Calendar of Holy Days,Syriac,"1,586 CE","['Clark', 'Chabot', 'Breviary (Gazza). Office for feast days and commemorations of Fridays and other days']"
2146,Syriac 40. Ascetica,Syriac,"1,531 CE","['Clark', 'Chabot', 'Same title and contents as codex 24', 'Memra made by one of the monks seeking from one of his relatives about admonition and rules of good conduct of the body and soul', 'Useful Memre composed about the words of the wisdom of Solomon', 'John of Mosul: Commands and admonitions for the priest', 'John bar Penkaye: Memra']"
2147,Syriac 43. Diataxis,Syriac,"1,597 CE","['Clark', 'Chabot', 'Qdām wa d-bātar: Book of the evening\xa0office for weekdays']"
2148,Syriac 45. Diataxis,Syriac,"1,579 CE","['Clark', 'Chabot', 'Qdām wa d-bātar: Book of the evening\xa0office for weekdays']"
2149,Syriac 46. Diataxis,Syriac,"1,576 CE","['Clark', 'Chabot', 'Qdām wa d-bātar: Book of the evening\xa0office for weekdays']"
2150,Syriac 47. Ecclesiastica,Syriac,"1,800 CE","['Clark', 'Chabot', ""Sabrisho': Rules on accentuation"", 'A note on church accounting', 'A note on the chronology']"
2151,Syriac 8. Apophthegmata,Syriac,"1,554 CE","['Clark', 'Chabot', 'The sentences of Elijah of Anbar']"
2152,Syriac 9. New Testament,Syriac,"1,261 CE","['Clark', 'Chabot', 'New Testament\nMatthew\nMark\nLuke\nJohn\nActs\nJames\n1 Peter\n1 John\nRomans\n1-2 Corinthians\nGalatians\nEphesians\nPhilippians\nColossians\n1-2 Thessalonians\n1-2 Timothy\nTitus\xa0\nPhilemon\nHebrews', 'Matthew', 'Mark', 'Luke', 'John', 'Acts', 'James', '1 Peter', '1 John', 'Romans', '1-2 Corinthians', 'Galatians', 'Ephesians', 'Philippians', 'Colossians', '1-2 Thessalonians', '1-2 Timothy', 'Titus', 'Philemon', 'Hebrews']"
2153,Syriac-Orthodox Archdiocese of Aleppo: Book of the Dove,Syriac,"1,360 CE","['Gregory Bar Hebraeus, The Book of the Dove']"
2154,Syriac-Orthodox Archdiocese of Aleppo: Book of the Holy Hierotheos,Syriac,"1,900 CE","['Stephen bar Sudayli, Book of the Holy Hierotheos', 'Gregory bar Hebraeus, Commentary']"
2155,Syriac-Orthodox Archdiocese of Aleppo: Book of Theology,"Garshuni, Syriac","1,720 CE","[""Maphrian Basileios Shem'un al-Turani, Book of Theology (in 12 chapters)""]"
2156,Syriac-Orthodox Archdiocese of Aleppo: Gospel Commentary,Syriac,"1,941 CE","['Dionysius Bar Salibi, Commentary on the Holy Gospel']"
2157,Syriac-Orthodox Archdiocese of Aleppo: Gospel Lectionary,Syriac,"1,588 CE",['West Syrian Gospel lectionary']
2158,Syriac-Orthodox Archdiocese of Aleppo: Life of Barsawma,Syriac,Unknown,['Life of Barsawma']
2159,Syriac-Orthodox Archdiocese of Aleppo: Life of Mary,Syriac,"1,567 CE","['Life of Mary', 'Jacob of Sarug, Memra on the death of Mary']"
2160,Syriac-Orthodox Archdiocese of Aleppo: Lives of the Saints,"Arabic, Garshuni","1,692 CE",['Lives of the saints']
2161,Syriac-Orthodox Archdiocese of Aleppo: Poems (Carmina),Syriac,"1,500 CE",['ܡܘܫܚ̈ܬܐ (Poems) of Barhebraeus']
2162,Syriac-Orthodox Archdiocese of Aleppo: Synaxarion,Garshuni,"1,733 CE",['Synaxarion']
2163,Syriac-Orthodox Archdiocese of Aleppo: The Book of the Interpreter,"Arabic, Garshuni, Syriac","1,524 CE","['Elijah of Nisibis (975-1046),\xa0The Book of the Interpreter (A more detailed description can be found']"
2164,Syriac-Orthodox Archdiocese of Aleppo: The Weapon of Religion and the Shield of Certainty,"Garshuni, Syriac","1,724 CE","[""Maphrian Basileios Shem'un al-Turani, The Weapon of Religion and the Shield of Certainty""]"
2165,"Tur Abdin, Turkey, Churches in Enhil (CET 00005)",Syriac,"1,839 CE","['Fenqīthō (Syriac Rite, Western)']"
2166,USEK Book of the Stairway of Virtues,Garshuni,"1,830 CE","['The Stairway of Virtues (the virtues are faith, hope, love)']"
2167,USEK Daily Office,"Garshuni, Syriac","1,800 CE",['Maronite Daily Office']
2168,USEK Intro to the Definition of Logic,Garshuni,"1,737 CE","['Isagoge, or Introduction to the Definition of Logic and its Composition']"
2169,USEK Mirror of the Souls,Garshuni,"1,822 CE","['Buṭrus al-Tūlānī, Mirror of Souls (a contemplative prayer)']"
2170,USEK Syriac Grammar - 1856,Garshuni,"1,856 CE",['Grammar of Syriac']
2171,USEK Syriac Grammar - 1867,Garshuni,"1,867 CE",['Syriac grammar created in northern Lebanon']
2172,USEK The Book of Natures,Garshuni,"1,700 CE",['The Book of Natures (ms belonging to Joseph Simon Assemani)']
2173,USEK The Divine Office for Lent,Syriac,"1,695 CE",['Maronite Divine Office for Lent']
2174,USEK The Festive Maronite,"Garshuni, Syriac","1,888 CE",['The Festive Maronite']
2175,USEK The Four Gospels,Garshuni,"1,687 CE",['The four Gospels according to the church calendar lections']
2176,USEK The Marvelous Address,Garshuni,"1,789 CE",['The Marvelous Address: The Revelation of the Beloved (Disciple)']
2177,USEK The Unique Explanation of Secrets,Garshuni,"1,740 CE",['The Unique Explanation of the Secrets (Sacraments); The treasure house of the mysteries']
2178,Vat. sir. 1,Syriac,928 CE,"['Binding', 'f. 1r-54v Genesis', 'f. 54v-96v Exodus', 'f. 96v-128v Leviticus', 'f. 128v-174r Numbers', 'f. 174r-210v Deuteronomy', 'f. 210v Colophon', 'Binding']"
2179,Vat. sir. 100,Syriac,932 CE,"['Binding', 'f. 1r-80r John of Dara, On the Resurrection of the Body', 'f. 80r-92v John of Dara,\xa0On the Celestial Heirarchy', 'f. 92v-115v John of Dara,\xa0Commentary on Dionysius the Areopagite, Ecclesiastical Heirarchy', 'f. 115v-137r John of Dara,\xa0On the Priesthood', 'f. 137v Colophon', 'Binding']"
2180,Vat. sir. 103 pt. 1,Syriac,861 CE,"['Binding', 'f. 1v-32r Genesis (Attributed to Ephrem)', 'f. 32r-44r Genesis\xa0(Attributed to Jacob of Edessa)', 'f. 44r-52r Exodus (Attributed to Jacob of Edessa)', 'f. 52r-57r Leviticus\xa0(Attributed to Jacob of Edessa)', 'f. 57r-59v Numbers\xa0(Attributed to Jacob of Edessa)', 'f. 59v-63r Deuteronomy\xa0(Attributed to Jacob of Edessa)', 'f. 63r-65r Job\xa0(Attributed to Jacob of Edessa)', 'f. 65r-66r Joshua\xa0(Attributed to Jacob of Edessa)', 'f. 66r-67r Judges\xa0(Attributed to Jacob of Edessa)', 'f.\xa067r-72v Exodus\xa0(Attributed to Ephrem)', 'f. 72v-76r Leviticus\xa0(Attributed to Ephrem)', 'f. 76r-80r Numbers\xa0(Attributed to Ephrem)', 'f. 80r-85v Deuteronomy\xa0(Attributed to Ephrem)', 'f. 86r-91r Job\xa0(Attributed to Ephrem)', 'f. 91v-95r Joshua\xa0(Attributed to Ephrem)', 'f. 95r-99v Judges\xa0(Attributed to Ephrem)', 'f. 100r-114r 1-2 Samuel\xa0(Attributed to Ephrem)', 'f. 114v-132v 1-2 Kings\xa0(Attributed to Ephrem)', 'f. 133r-134v\xa0Hosea\xa0(Attributed to Ephrem) (Continued in Vat. sir. 103 pt. 2)', 'Binding']"
2181,Vat. sir. 103 pt. 2,Syriac,861 CE,"['Binding', 'f. 135r-136r Hosea continued (Attributed to Ephrem) (Continued from Vat. sir. 103. pt. 1)', 'f. 136v-139v Amos\xa0(Attributed to Ephrem)', 'f. 139v-143v Micah\xa0(Attributed to Ephrem)', 'f. 143v-145r Joel\xa0(Attributed to Ephrem)', 'f. 145r-145v Obadiah\xa0(Attributed to Ephrem)', 'f. 146r-153v Zachariah\xa0(Attributed to Ephrem)', 'f. 153v-155r Malachi\xa0(Attributed to Ephrem)', 'f. 155r-166r Ezekiel\xa0(Attributed to Ephrem)', 'f. 166r-175v Jeremiah\xa0(Attributed to Ephrem)', 'f. 175v-176r Lamentations\xa0(Attributed to Ephrem)', 'f. 176v-181v Song of Songs\xa0(Attributed to Ephrem)', 'f. 181v-190v Daniel\xa0(Attributed to Ephrem)', 'f. 190v-217v Isaiah\xa0(Attributed to Ephrem)', 'f. 218r-238v Isaiah\xa0(Attributed to Cyril of Alexandria)', 'f. 238v-240r Proverbs of Solomon', 'f. 240r-247v Kohelet (Ecclesiastes)', 'f. 247r Colophon', 'f. 247 Romans (Continued in Vat. sir. 103 pt. 3)', 'Binding']"
2182,Vat. sir. 103 pt. 3,Syriac,861 CE,"['Binding', 'f. 248r-255r Romans (continued from Vat. sir. 103 pt. 2)', 'f. 255r-262v 1 Corinthians', 'f. 262v-269r 2 Corinthians', 'f. 269r-272v Galatians', 'f. 272v-275v Ephesians', 'f. 275v-277v Philippians', 'f. 277v-280r Colossians', 'f. 280v-283r 1 Thessalonians', 'f. 283r-284r 2 Thessalonians', 'f. 284r-288r 1 Timothy', 'f. 288r-290v 2 Timothy', 'f. 290v-291v Titus', 'f. 291v-292r Philemon', 'f. 292v-301v Hebrews', 'f. 302r-336r Matthew', 'f. 336v-370v John', 'f. 371r Colophon', 'f. 371v Notes', 'f. 372r-372v Displaced leaf (?)', 'Binding']"
2183,Vat. sir. 104,Syriac,564 CE,"['Binding', 'f. 1v-84v St. Athanasius, Patriarch of Alexandria, Oration on the Incarnation of the Word', 'f. 84v-86r Timothy Aelurus, Archbishop of Alexandria, Interpretation on the Greek homily', 'Binding']"
2184,Vat. sir. 105,Syriac,600 CE,"['Binding', 'f. 1v-108v Gregory of Nazianzus, Iambics', 'f. 109v Acquisition Note by Moses of Nisibis', 'Binding']"
2185,Vat. sir. 106,Syriac,700 CE,"['Binding', 'f. 2v-3r Letter of Gregory of Nyssa to Theophilus of Alexandria (against Apollinarius)', ""f. 4r-18v Gregory of Nyssa, Exposition of the Lord's Prayer"", 'f. 18v-42r Gregory of Nyssa, Exposition of the Beatitudes', 'f. 42r-75r Gregory of Nyssa, On the Making of Men', ""f. 75r-152r Gregory of Nyssa, Exposition on Solomon's Song of Songs"", 'Binding']"
2186,Vat. sir. 107,Syriac,700 CE,"['Binding', 'f. 1r-7v John, Bishop of Constantinople, Memra on that which is said by the prophet Jeremiah: ""Lord, his way is not in the hand of man.""', 'f. 7v-14v John, Bishop of Constantinople, On those who receive the seal of baptism', 'f. 15r-20v John, Bishop of Constantinople, Memra on the same subject', 'f. 20v-28v\xa0John, Bishop of Constantinople, On that which the apostle said: ""A man has his wife through fornication.""', 'f. 28v-32v\xa0John, Bishop of Constantinople, Memra on ""If your brother sins against you, deal with it between you and him.""', 'f. 32v-54v [Contents unclear]', 'f. 54v-56r\xa0John, Bishop of Constantinople, Description of the passion of our Lord', 'f. 56v-59r Jacob of Sarug, Letter to Stephen Bar-Sudayli', 'f. 59r-62v Philoxenus, Bishop of Hierapolis, Letter to Abraham on Stephen Bar-Sudali', 'f. 63r-64r St. Cyril, Letter to Rabbula the bishop', 'f. 64r St. Cyril, fragments of a letter, written in the synod of the Ephesian fathers to Nestorius', 'f. 64v-65r Letter of Paphnut to Moses Aghelesem/Aglaya', 'f. 65r-66r Moses Aghelensis, response to the letter of Paphnut', 'f. 66r-70v St. Cyril the Patriarch of Alexandria, On Creation Glaphyrorum', 'f. 71r-71v Apostolic canons', 'f. 71v-72r Apostolic constitution by Hippolytus', 'f. 72r-72v On the first fruits and tithing', 'f. 72v-76v Maxims of Paul the apostle', 'f. 76v-79v Ecclesiastical constitutions', 'f. 80r-113v Dionysius the Areopagite, Celestial hierarchy, Ecclesiastical hierarchy, on divine names, mysstical theology, with an anonymous Syriac commentary', 'f. 114r-134v Peter of Callinicum, Against Damian', 'Binding']"
2187,Vat. sir. 108,Syriac,700 CE,"['Binding', 'f. 1v Fragment of St. Isaac', 'f. 2r Fragment of a Gospel Commentary', 'f. 2v-214v Peter Kallinikos, Against Damian (Chapters 26-50)', 'f. 215r-216v Fragment (in a later hand) of Philoxenus, On the Incarnation', 'f. 217r-218v Peter Kallinikos, Against Damian (Chapters 26-50, continued)', 'f. 219r Colophon and notes', 'Binding']"
2188,Vat. sir. 109,Syriac,692 CE,"['Binding', 'f. 1r Aba Isaiah,\xa0Ascetic Epistle (beginning mutilated)', 'f. 2r-4r John\xa0of Constantinople,\xa0First homily on the Prodigal Son', 'f. 4r-6r John [of Constantinople],\xa0Second homily on the Prodigal Son', 'f. 6r-7v Third homily on the Prodigal Son', 'f. 7v-11r John\xa0of Constantinople,\xa0Homily on the turtle dove', 'f. 11r-21r John\xa0of Constantinople,\xa0On the Psalm: ""As a deer calls out to a brook of water, so my soul calls out to you, God""', 'f. 21r-24v\xa0John\xa0of Constantinople, On wealth and poverty', 'f. 24v-25v\xa0John\xa0of Constantinople, Why it is necessary for parents to have self-will', 'f. 25v-27v\xa0John\xa0of Constantinople, from the 62nd homily, about those who mourn without measure over death', 'f. 27v-28v\xa0John\xa0of Constantinople, from the first homily to Stagirius, on ""We shall endure temptation, for one is sent for our aid, even if we should be handed over to the chastisement of a demon""', 'f. 28v-30v Jacob of Sarug, On the nativity of the Lord', 'f. 30v-34r Homily on the epiphany of the Lord', 'f. 34r-38r Homily on the ieiunio quadragesimali [Great Lent]', 'f. 38r-43r Homily on the dominica hosannarum [Festival of Hosannas; Palm Sunday]', 'f. 43r-47r Mar Jacob, Homily on the sixth day of the passion of the Lord [Holy Friday]', 'f. 47v-51r Homily on the dominica resurrectionis domini [Pascha]', 'f. 51v-56v John\xa0of Constantinople,\xa0Homily on the psalm: ""I will guard my way, and I will not\xa0sin with my tongue""', 'f. 56v-65r Letter of Mar Jacob, Abbot of the Naphesciate Monastery', 'Binding']"
